    Fx_top , Fy_top , mag_top , Fx_bottom , Fy_bottom , mag_bottom 
100, 279.582,  73226.3,  75060.1, 233.166,  -72854.2,  74603.1
200, 447.85,  80217.9,  82208.2, 391.561,  -79870.7,  81770.1
300, 269.081,  75835.4,  77740.8, 222.684,  -75434.9,  77251.7
400, 442.001,  77957.6,  79909.9, 386.511,  -77554.6,  79416.2
500, 362.969,  76620.6,  78545.3, 311.18,  -76209.8,  78044.8
600, 435.269,  77213.8,  79151.6, 379.968,  -76806.9,  78654.6
700, 403.745,  76882.1,  78812.8, 348.953,  -76479.5,  78320.5
800, 433.413,  77005.6,  78939, 376.676,  -76606.4,  78450
900, 421.337,  76963.3,  78895.7, 364.608,  -76566.2,  78408.9
1000, 432.16,  76961.3,  78893.6, 375.328,  -76565.2,  78407.8
1100, 427.091,  76982.9,  78915.7, 371.07,  -76587.5,  78430.6
1200, 430.453,  76959.6,  78891.8, 375.019,  -76564.1,  78406.7
1300, 428.474,  76984.3,  78917, 373.472,  -76587.7,  78430.8
1400, 429.574,  76966.7,  78899, 374.554,  -76568,  78410.7
1500, 429.069,  76983.1,  78915.8, 373.846,  -76582.3,  78425.2
1600, 429.469,  76972.8,  78905.3, 373.973,  -76570.8,  78413.5
1700, 429.404,  76980.7,  78913.4, 373.698,  -76578.9,  78421.7
1800, 429.506,  76974.7,  78907.2, 373.658,  -76574,  78416.8
1900, 429.521,  76977.6,  78910.2, 373.588,  -76578.5,  78421.3
2000, 429.515,  76974.7,  78907.2, 373.556,  -76576.6,  78419.4
2100, 429.499,  76976,  78908.5, 373.587,  -76578.4,  78421.2
2200, 429.419,  76975,  78907.5, 373.624,  -76577.4,  78420.2
2300, 429.357,  76975.8,  78908.4, 373.709,  -76577.7,  78420.6
2400, 429.284,  76975.7,  78908.3, 373.755,  -76577.1,  78420
2500, 429.27,  76976.2,  78908.7, 373.786,  -76577.1,  78419.9
2600, 429.281,  76976.3,  78908.8, 373.764,  -76576.8,  78419.6
2700, 429.328,  76976.4,  78909, 373.728,  -76576.7,  78419.5
2800, 429.371,  76976.4,  78908.9, 373.682,  -76576.7,  78419.5
2900, 429.404,  76976.3,  78908.8, 373.654,  -76576.8,  78419.6
3000, 429.415,  76976.1,  78908.6, 373.641,  -76577,  78419.8
3100, 429.411,  76975.9,  78908.5, 373.647,  -76577.2,  78420
3200, 429.395,  76975.9,  78908.4, 373.66,  -76577.3,  78420.1
3300, 429.377,  76975.8,  78908.4, 373.678,  -76577.3,  78420.1
3400, 429.359,  76975.9,  78908.4, 373.695,  -76577.2,  78420
3500, 429.346,  76976,  78908.5, 373.707,  -76577.1,  78419.9
3600, 429.341,  76976.1,  78908.6, 373.712,  -76577,  78419.8
3700, 429.345,  76976.2,  78908.7, 373.709,  -76577,  78419.8
3800, 429.355,  76976.2,  78908.7, 373.699,  -76576.9,  78419.7
3900, 429.368,  76976.2,  78908.7, 373.688,  -76577,  78419.8
4000, 429.377,  76976.1,  78908.6, 373.678,  -76577,  78419.8
4100, 429.382,  76976.1,  78908.6, 373.674,  -76577,  78419.9
4200, 429.381,  76976,  78908.6, 373.675,  -76577.1,  78419.9
4300, 429.376,  76976,  78908.5, 373.679,  -76577.1,  78419.9
4400, 429.369,  76976,  78908.5, 373.686,  -76577.1,  78419.9
4500, 429.364,  76976,  78908.5, 373.691,  -76577.1,  78419.9
4600, 429.36,  76976,  78908.6, 373.694,  -76577.1,  78419.9
4700, 429.36,  76976.1,  78908.6, 373.695,  -76577,  78419.8
4800, 429.361,  76976.1,  78908.6, 373.693,  -76577,  78419.8
4900, 429.364,  76976.1,  78908.6, 373.69,  -76577,  78419.8
5000, 429.368,  76976.1,  78908.6, 373.687,  -76577,  78419.8
5100, 429.37,  76976.1,  78908.6, 373.685,  -76577,  78419.8
5200, 429.371,  76976.1,  78908.6, 373.684,  -76577,  78419.9
5300, 429.371,  76976,  78908.6, 373.684,  -76577.1,  78419.9
5400, 429.37,  76976,  78908.6, 373.685,  -76577.1,  78419.9
5500, 429.368,  76976,  78908.6, 373.687,  -76577.1,  78419.9
5600, 429.366,  76976,  78908.6, 373.689,  -76577.1,  78419.9
5700, 429.365,  76976.1,  78908.6, 373.69,  -76577.1,  78419.9
5800, 429.365,  76976.1,  78908.6, 373.69,  -76577,  78419.9
5900, 429.366,  76976.1,  78908.6, 373.689,  -76577,  78419.9
6000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
6100, 429.367,  76976.1,  78908.6, 373.687,  -76577,  78419.9
6200, 429.368,  76976.1,  78908.6, 373.687,  -76577,  78419.9
6300, 429.368,  76976.1,  78908.6, 373.686,  -76577,  78419.9
6400, 429.368,  76976.1,  78908.6, 373.687,  -76577,  78419.9
6500, 429.368,  76976.1,  78908.6, 373.687,  -76577.1,  78419.9
6600, 429.367,  76976.1,  78908.6, 373.687,  -76577.1,  78419.9
6700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
6800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
6900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
7000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
7100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
7200, 429.367,  76976.1,  78908.6, 373.687,  -76577,  78419.9
7300, 429.368,  76976.1,  78908.6, 373.687,  -76577,  78419.9
7400, 429.368,  76976.1,  78908.6, 373.687,  -76577,  78419.9
7500, 429.368,  76976.1,  78908.6, 373.687,  -76577,  78419.9
7600, 429.367,  76976.1,  78908.6, 373.687,  -76577,  78419.9
7700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
7800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
7900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
8000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
8100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
8200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
8300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
8400, 429.367,  76976.1,  78908.6, 373.687,  -76577,  78419.9
8500, 429.367,  76976.1,  78908.6, 373.687,  -76577,  78419.9
8600, 429.367,  76976.1,  78908.6, 373.687,  -76577,  78419.9
8700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
8800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
8900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
9900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
10900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
11900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
12900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
13900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
14900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
15900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
16900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
17900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
18900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
19900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
20900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
21900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
22900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
23900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
24900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
25900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
26900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
27900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
28900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
29900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
30900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31200, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31300, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31400, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31500, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31600, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31700, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31800, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
31900, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
32000, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
32100, 429.367,  76976.1,  78908.6, 373.688,  -76577,  78419.9
