    Fx_top , Fy_top , mag_top , Fx_bottom , Fy_bottom , mag_bottom 
100, 4220.24,  54716.2,  56093.5, 4185.59,  -54847.1,  56230.1
200, 3132.89,  55475.7,  56900.5, 3052.83,  -55749.5,  57183.6
300, 2926.12,  57682.8,  59234.5, 2881.62,  -57767.6,  59321.2
400, 2816.47,  56409.4,  57894.2, 2782.33,  -56513.4,  58000.8
500, 2991.18,  57151.3,  58686.9, 2964.12,  -57257.7,  58795.8
600, 2717.85,  56968.4,  58482, 2690.33,  -57107.8,  58624.6
700, 3021.71,  57195.4,  58731.3, 2988.42,  -57330.8,  58869.7
800, 2669.04,  56975.6,  58495.4, 2633.9,  -57058.2,  58579.6
900, 3017.55,  57503.7,  59046.6, 2982.32,  -57588.4,  59133.3
1000, 2692.97,  56798.6,  58315.9, 2665.86,  -56890.1,  58409.3
1100, 2971.76,  57618.1,  59162, 2943.28,  -57726.1,  59272.5
1200, 2739.13,  56734.3,  58252.6, 2707.57,  -56867.7,  58389
1300, 2930.08,  57604.1,  59145, 2896.26,  -57723.5,  59266.9
1400, 2781.93,  56789.2,  58311.4, 2748.25,  -56879.5,  58403.5
1500, 2885.55,  57560.8,  59097.8, 2852.15,  -57657.9,  59197.1
1600, 2820.27,  56849.2,  58374.8, 2791.6,  -56951.2,  58479
1700, 2839.75,  57477.7,  59010.8, 2810.35,  -57587,  59122.5
1800, 2860.75,  56926.9,  58455.8, 2828.56,  -57052.7,  58584.5
1900, 2802.05,  57380.6,  58910.1, 2769.4,  -57494.1,  59026
2000, 2894.42,  57048.1,  58581, 2861.61,  -57142.7,  58677.5
2100, 2770.98,  57283.4,  58810, 2738.72,  -57383.2,  58912
2200, 2918.08,  57152,  58687.6, 2888.4,  -57257.8,  58795.8
2300, 2749.45,  57176.9,  58701.2, 2719.92,  -57284.4,  58811
2400, 2934.86,  57247.7,  58785.3, 2902.53,  -57365.8,  58906.2
2500, 2741.97,  57083.1,  58606, 2710.16,  -57194.2,  58719.4
2600, 2939.79,  57342.5,  58881.7, 2907.26,  -57439.9,  58981.1
2700, 2744.33,  57015.9,  58538.3, 2712.64,  -57115.2,  58639.8
2800, 2933.1,  57397.5,  58936.7, 2902.85,  -57505.6,  59047.2
2900, 2755.13,  56963,  58485.6, 2725.48,  -57070.9,  58595.9
3000, 2919.66,  57427.8,  58966.2, 2887.1,  -57541,  59082
3100, 2775.13,  56940.6,  58464.2, 2743.3,  -57050.7,  58576.7
3200, 2898.06,  57439.7,  58976.8, 2865.91,  -57539.3,  59078.5
3300, 2798.26,  56952,  58477.4, 2766.82,  -57051.7,  58579.2
3400, 2871.92,  57414.3,  58949.2, 2841.42,  -57524.2,  59061.6
3500, 2822.63,  56977.6,  58504.9, 2792.53,  -57087.2,  58616.8
3600, 2846.74,  57374,  58906.7, 2814.26,  -57483,  59018.1
3700, 2847.94,  57027.2,  58556.6, 2815.77,  -57136.4,  58668.2
3800, 2822.02,  57322.8,  58853.5, 2790.65,  -57424.1,  58956.9
3900, 2868.84,  57092.4,  58624.1, 2837.44,  -57193.7,  58727.5
4000, 2801.97,  57255.8,  58784.4, 2771.23,  -57366.2,  58897.3
4100, 2884.99,  57153.3,  58686.7, 2854.34,  -57263.7,  58799.5
