100, 0.23828, 43.2791, 63.9714, 58768.4
200, 0.142577, 25.672, 36.9149, 34230.9
300, 0.119213, 11.6441, 27.7558, 27529.4
400, 0.0972246, 10.5194, 22.711, 22225.2
500, 0.0838024, 6.9381, 19.7002, 19206.7
600, 0.0730107, 7.30258, 18.3649, 16951.1
700, 0.0678885, 4.47149, 17.411, 15650.6
800, 0.063967, 4.24857, 16.8175, 14675.6
900, 0.0598136, 4.09537, 16.3463, 13867.9
1000, 0.0570136, 3.5933, 15.3641, 13300.3
1100, 0.0551995, 3.47114, 14.6116, 12857.5
1200, 0.052906, 2.95537, 14.0757, 12342.9
1300, 0.0511386, 2.48317, 13.6717, 11882.8
1400, 0.04893, 2.18773, 13.1825, 11286.3
1500, 0.0467064, 1.84262, 12.2555, 10745.2
1600, 0.044326, 1.8716, 11.4322, 10172.7
1700, 0.0422094, 1.88748, 11.0742, 9684.97
1800, 0.0412913, 1.75546, 10.9199, 9529.33
1900, 0.0403093, 1.75341, 10.9649, 9336.26
2000, 0.0401362, 1.75089, 10.6951, 9352.06
2100, 0.0388662, 1.86838, 10.4673, 9063.76
2200, 0.0376229, 1.63822, 10.1736, 8768.78
2300, 0.0364658, 1.40723, 9.92469, 8481.2
2400, 0.0358848, 1.23414, 9.69888, 8326.11
2500, 0.0353591, 1.3071, 9.50259, 8178.86
2600, 0.0349586, 1.27913, 9.23979, 8080.96
2700, 0.0340926, 1.26206, 9.05035, 7874.83
2800, 0.0331624, 1.23633, 8.91642, 7661.77
2900, 0.0327653, 1.22819, 8.72115, 7593.08
3000, 0.0322395, 1.31078, 8.56321, 7484.86
3100, 0.0313955, 1.3485, 8.43512, 7289.66
3200, 0.0305606, 1.1896, 8.26358, 7095.86
3300, 0.0298555, 1.00396, 8.04031, 6930.8
3400, 0.0291033, 1.01453, 7.85345, 6740.36
3500, 0.0286728, 1.0628, 7.64575, 6630.72
3600, 0.0282365, 1.05169, 7.47112, 6524.31
3700, 0.0276489, 0.995847, 7.32902, 6388.93
3800, 0.0269351, 0.973267, 7.20648, 6224.85
3900, 0.0265108, 0.955577, 7.01325, 6138.73
4000, 0.025818, 1.04759, 6.87358, 5977.38
4100, 0.0251606, 1.0308, 6.7333, 5827
4200, 0.0245828, 0.906959, 6.59402, 5696.9
4300, 0.0240874, 0.799034, 6.45053, 5582.91
4400, 0.0235123, 0.857243, 6.32132, 5440.49
4500, 0.0231227, 0.881948, 6.14935, 5347.56
4600, 0.022674, 0.860122, 5.99719, 5242.73
4700, 0.0221206, 0.805827, 5.88901, 5114.15
4800, 0.0216587, 0.763315, 5.78119, 5010.06
4900, 0.0212863, 0.781192, 5.6568, 4927.3
5000, 0.0208139, 0.842301, 5.54323, 4817.11
5100, 0.0203122, 0.813825, 5.43335, 4701.67
5200, 0.0198941, 0.702613, 5.31504, 4609.55
5300, 0.0194494, 0.664563, 5.21771, 4505.3
5400, 0.0190683, 0.712413, 5.11384, 4413.26
5500, 0.0187644, 0.732902, 4.99182, 4341.9
5600, 0.0184068, 0.697727, 4.88013, 4259.98
5700, 0.0179473, 0.649041, 4.80034, 4152.64
5800, 0.017614, 0.613344, 4.70654, 4077.42
5900, 0.0173077, 0.649757, 4.61007, 4006.59
6000, 0.016957, 0.68542, 4.51961, 3924.43
6100, 0.0165891, 0.645094, 4.43408, 3840.34
6200, 0.0162644, 0.559266, 4.34551, 3768.31
6300, 0.0159057, 0.555518, 4.26906, 3683.61
6400, 0.0156128, 0.596136, 4.18001, 3613.77
6500, 0.0153609, 0.603719, 4.08203, 3555.59
6600, 0.0150427, 0.566198, 4.00196, 3482.25
6700, 0.0146954, 0.52025, 3.9366, 3401.67
6800, 0.0144344, 0.505635, 3.85931, 3342.04
6900, 0.0141855, 0.542945, 3.77808, 3283.7
7000, 0.0138887, 0.560445, 3.70445, 3213.76
7100, 0.0136046, 0.510629, 3.63101, 3149.75
7200, 0.0133259, 0.453962, 3.56346, 3086.76
7300, 0.0130492, 0.465414, 3.4994, 3021.39
7400, 0.0128173, 0.498531, 3.42477, 2966.44
7500, 0.0125986, 0.493539, 3.34565, 2916.42
7600, 0.0123143, 0.457494, 3.28451, 2850.64
7700, 0.0120465, 0.419435, 3.22776, 2788.94
7800, 0.0118369, 0.421769, 3.16288, 2740.52
7900, 0.011626, 0.453789, 3.09639, 2690.75
8000, 0.0113827, 0.455071, 3.03541, 2633.8
8100, 0.0111521, 0.405856, 2.97506, 2582.11
8200, 0.0109173, 0.372008, 2.92104, 2528.38
8300, 0.0106976, 0.391125, 2.86652, 2476.33
8400, 0.0105144, 0.413762, 2.80322, 2433.36
8500, 0.0103194, 0.401775, 2.74186, 2388.75
8600, 0.0100822, 0.367448, 2.69347, 2334.03
8700, 0.00987239, 0.341572, 2.64533, 2285.73
8800, 0.00970368, 0.353576, 2.59053, 2246.49
8900, 0.00952227, 0.37786, 2.53661, 2203.5
9000, 0.00932612, 0.36652, 2.48575, 2158.18
9100, 0.0091343, 0.324251, 2.43793, 2115.06
9200, 0.00894341, 0.307237, 2.39422, 2070.96
9300, 0.00877044, 0.328532, 2.34776, 2029.92
9400, 0.00862174, 0.341366, 2.29479, 1995.38
9500, 0.00844893, 0.32544, 2.24742, 1955.77
9600, 0.00825631, 0.294779, 2.20847, 1911.47
9700, 0.00809297, 0.280772, 2.16776, 1873.81
9800, 0.00795487, 0.297255, 2.12227, 1841.44
9900, 0.00780217, 0.312306, 2.0783, 1805.35
10000, 0.00764192, 0.293796, 2.03669, 1768.7
10100, 0.00748258, 0.260406, 1.99866, 1732.7
10200, 0.00732838, 0.255788, 1.9628, 1696.76
10300, 0.00719391, 0.275117, 1.92293, 1664.91
10400, 0.00706882, 0.280371, 1.87985, 1636.01
10500, 0.00691954, 0.262153, 1.84298, 1601.8
10600, 0.00676457, 0.237296, 1.81123, 1566.19
10700, 0.00663738, 0.232874, 1.77659, 1536.78
10800, 0.00652207, 0.249806, 1.73914, 1509.57
