100, 0.502123, 102.926, 135.225, 128289
200, 0.367204, 61.8579, 99.0294, 90109.3
300, 0.272056, 44.6739, 73.615, 66118.9
400, 0.230152, 36.849, 60.2432, 55018.2
500, 0.204127, 24.1351, 50.6135, 48344.7
600, 0.19319, 18.3218, 45.7491, 44955.2
700, 0.177696, 15.332, 42.8191, 39772.7
800, 0.161603, 17.2633, 37.3432, 36702.5
900, 0.141369, 16.215, 33.5881, 32705.1
1000, 0.134254, 11.1176, 31.776, 30233.5
1100, 0.129467, 11.5466, 30.2875, 29151.4
1200, 0.123313, 13.6733, 29.7192, 28066.5
1300, 0.121374, 10.6337, 29.9616, 27545.6
1400, 0.117029, 8.1384, 29.6241, 26543.6
1500, 0.120513, 6.87865, 29.8249, 27131.3
1600, 0.117423, 7.79921, 29.46, 26800.7
1700, 0.113526, 7.39262, 28.7329, 25781.4
1800, 0.107408, 7.30368, 27.9327, 24531.7
1900, 0.106004, 7.39582, 27.5897, 24294.9
2000, 0.10703, 7.05879, 26.9982, 24674.8
2100, 0.106836, 6.98409, 27.457, 24559.1
2200, 0.10443, 6.51349, 27.1978, 23962.7
2300, 0.102741, 5.6225, 26.2964, 23545.5
2400, 0.097965, 5.62471, 24.9122, 22545.9
2500, 0.0927477, 5.20341, 24.2436, 21227.1
2600, 0.0893799, 4.62785, 22.9953, 20578.9
2700, 0.0855884, 4.61389, 22.2486, 19689
2800, 0.0836919, 4.46974, 21.8852, 19303.8
2900, 0.082507, 4.14858, 21.6721, 19085.1
3000, 0.0814907, 3.93309, 21.6686, 18875.2
3100, 0.0805859, 4.28676, 21.7746, 18716
3200, 0.0806854, 4.51027, 22.0972, 18704.9
3300, 0.0842871, 4.27653, 21.6172, 19589.3
3400, 0.0808982, 5.05646, 21.6739, 18652.7
3500, 0.0809399, 4.72474, 21.2839, 18576.2
3600, 0.07964, 4.25635, 20.4596, 18327.1
3700, 0.0771498, 4.59695, 20.3799, 17694.9
3800, 0.0771942, 3.89473, 19.9171, 17763.7
3900, 0.0764075, 3.96312, 19.8371, 17550.6
4000, 0.0756274, 3.76094, 19.5962, 17385.4
4100, 0.0745646, 3.54119, 19.5193, 17072.2
4200, 0.0733559, 3.1761, 19.1043, 16808.4
4300, 0.0716951, 3.24332, 18.389, 16426
4400, 0.0691682, 3.13634, 17.7964, 15859.8
4500, 0.0666899, 2.96887, 17.1293, 15349.5
4600, 0.0638863, 2.99694, 16.8387, 14693.8
4700, 0.0624259, 2.79006, 16.4773, 14448.1
4800, 0.0613315, 2.79805, 16.4815, 14189.6
4900, 0.0609681, 2.7612, 16.4407, 14181
5000, 0.0605204, 2.76665, 16.6226, 14096
5100, 0.0614464, 2.90771, 16.6847, 14309.1
5200, 0.0615328, 2.87583, 16.7963, 14375.6
5300, 0.0621536, 3.07779, 17.1676, 14440.2
5400, 0.0629877, 2.89955, 16.7741, 14670.8
5500, 0.062425, 3.30627, 16.8038, 14506.2
5600, 0.0616186, 3.12596, 16.5333, 14285.3
5700, 0.0603087, 3.3396, 16.3245, 13984.1
5800, 0.0593258, 2.60229, 16.3042, 13706.7
5900, 0.0588665, 2.61447, 15.8793, 13662.2
6000, 0.0588311, 3.1181, 15.6482, 13646.5
6100, 0.0580766, 2.25896, 15.5039, 13493.7
6200, 0.0571798, 2.51304, 15.4543, 13243.2
6300, 0.056521, 2.54078, 15.1099, 13105.4
6400, 0.0560889, 2.17741, 14.6895, 13014.9
6500, 0.0545828, 2.13992, 14.4343, 12618
6600, 0.0529516, 2.23701, 14.1193, 12206.2
6700, 0.0522575, 2.14487, 13.7279, 12016.8
6800, 0.0514906, 1.87601, 13.3906, 11840.9
6900, 0.0501573, 2.20727, 13.4109, 11446.5
7000, 0.0505084, 2.14127, 12.9933, 11581.7
7100, 0.0505527, 2.07486, 12.8251, 11628.8
7200, 0.0491657, 2.2467, 13.046, 11240
7300, 0.049019, 2.10913, 12.8448, 11280.9
7400, 0.0487097, 1.91165, 12.8462, 11215.3
7500, 0.0477833, 2.01734, 12.7443, 11018
7600, 0.0478002, 1.94363, 12.5622, 11048.3
7700, 0.047013, 1.88712, 12.4831, 10870.3
7800, 0.0459891, 1.84602, 12.3932, 10635.1
7900, 0.045675, 1.79051, 12.1618, 10585.8
8000, 0.0450346, 1.71096, 11.9172, 10458.6
8100, 0.0438908, 1.96267, 11.8606, 10183.5
8200, 0.0435698, 1.67872, 11.6361, 10135.1
8300, 0.0434201, 1.57051, 11.5313, 10087.4
8400, 0.0424595, 1.82898, 11.6153, 9832.44
8500, 0.0429044, 1.57027, 11.5631, 9933.02
8600, 0.0438089, 1.42117, 11.4183, 10145.2
8700, 0.0431507, 1.88469, 11.6212, 9955.72
8800, 0.0433703, 1.68789, 11.6425, 10013.2
8900, 0.0441929, 1.53411, 11.5178, 10241.1
9000, 0.043344, 1.79904, 11.7286, 10005
9100, 0.0431478, 1.7678, 11.5867, 9985.36
9200, 0.0437644, 1.68784, 11.3621, 10146.3
9300, 0.0418973, 1.73939, 11.3797, 9675.08
9400, 0.0410333, 1.78157, 11.2586, 9435.3
9500, 0.0409282, 1.59337, 10.7916, 9443.54
9600, 0.0400674, 1.72589, 10.4619, 9255.29
9700, 0.0390432, 1.7317, 10.3109, 8998.4
9800, 0.0384107, 1.62934, 10.0498, 8868.84
9900, 0.0381867, 1.57241, 9.91733, 8828.55
10000, 0.0375184, 1.43714, 9.97556, 8659.38
10100, 0.0373105, 1.47661, 10.0137, 8586.07
10200, 0.0380423, 1.35383, 9.95542, 8777.31
10300, 0.0382145, 1.37369, 10.0268, 8819.58
10400, 0.0382557, 1.38883, 10.1947, 8786
10500, 0.0385417, 1.24912, 10.2058, 8872.29
10600, 0.0384486, 1.31549, 10.2078, 8872.35
10700, 0.0382493, 1.26264, 10.1777, 8815.71
10800, 0.0378556, 1.261, 10.0844, 8740.91
10900, 0.0374489, 1.36103, 9.95613, 8674
11000, 0.0369823, 1.2682, 9.81896, 8559.79
11100, 0.0364094, 1.2799, 9.70338, 8426.78
11200, 0.0357505, 1.32085, 9.5865, 8281.9
11300, 0.0354302, 1.27179, 9.4753, 8198.3
11400, 0.0350192, 1.27121, 9.3443, 8112.62
11500, 0.0346757, 1.24871, 9.30967, 8039.57
11600, 0.0342502, 1.27102, 9.29247, 7942.83
11700, 0.0342734, 1.2074, 9.2419, 7953.74
11800, 0.0342873, 1.06029, 9.19258, 7969.33
11900, 0.033733, 1.26401, 9.21641, 7820.81
12000, 0.0337331, 1.28354, 9.13742, 7815.86
12100, 0.0338223, 1.02068, 8.96438, 7856.58
12200, 0.0330929, 1.24719, 8.97742, 7657.6
12300, 0.0327177, 1.33909, 8.84027, 7583.96
12400, 0.0330192, 1.08112, 8.64513, 7676.59
12500, 0.0321498, 1.20581, 8.70366, 7448.99
12600, 0.031563, 1.27866, 8.6861, 7299.11
12700, 0.0321288, 1.14036, 8.53521, 7445.19
12800, 0.0318915, 1.10913, 8.50553, 7379.2
12900, 0.0316075, 1.23843, 8.56465, 7289.42
13000, 0.0320498, 1.30455, 8.48904, 7401.42
13100, 0.0321201, 1.13616, 8.4777, 7424.99
13200, 0.0320625, 1.15203, 8.62419, 7388.35
13300, 0.0320354, 1.26973, 8.57935, 7393.59
13400, 0.0326201, 1.14457, 8.51675, 7545.09
13500, 0.0325445, 1.08438, 8.5653, 7519.42
13600, 0.0321695, 1.18107, 8.59142, 7416.55
13700, 0.0323278, 1.03866, 8.55625, 7456.48
13800, 0.0321257, 0.962028, 8.48761, 7415.43
13900, 0.0316922, 1.03568, 8.44525, 7304.2
14000, 0.031336, 1.00638, 8.36189, 7221.9
14100, 0.0309711, 0.964309, 8.20892, 7154.37
14200, 0.0306208, 0.966907, 8.08182, 7071.23
14300, 0.0300974, 1.02438, 8.00328, 6935.61
14400, 0.0297499, 1.02324, 7.89779, 6863.66
14500, 0.0297062, 0.960807, 7.784, 6852.56
14600, 0.0293743, 1.02497, 7.72633, 6767.34
14700, 0.029033, 1.03397, 7.72825, 6691.02
14800, 0.0289294, 0.985944, 7.69059, 6677.51
14900, 0.0289319, 0.977418, 7.64154, 6688.25
15000, 0.0286741, 0.97946, 7.69458, 6631.51
15100, 0.0283985, 1.04891, 7.68558, 6575.59
15200, 0.0286671, 1.00787, 7.62934, 6644.85
15300, 0.0285679, 0.925071, 7.62009, 6619.28
15400, 0.0281472, 1.07039, 7.61756, 6515.16
15500, 0.0282954, 1.06269, 7.57227, 6550.85
