    Fx_top , Fy_top , mag_top , Fx_bottom , Fy_bottom , mag_bottom 
12500, 2500.17,  55719,  57276.4, 2497.42,  -55728.2,  57285.8
12600, 2498.5,  55716.9,  57274.7, 2495.74,  -55726.2,  57284.1
12700, 2504.37,  55723.3,  57281.3, 2501.62,  -55732.6,  57290.8
12800, 2500.88,  55719.9,  57277.4, 2498.12,  -55729.2,  57286.8
12900, 2497.93,  55717,  57274.8, 2495.17,  -55726.3,  57284.2
13000, 2504.05,  55722.3,  57280.3, 2501.29,  -55731.5,  57289.7
13100, 2501.63,  55720.1,  57277.7, 2498.87,  -55729.4,  57287.1
13200, 2497.64,  55718,  57275.7, 2494.88,  -55727.3,  57285.1
13300, 2503.32,  55721.1,  57279.1, 2500.56,  -55730.3,  57288.5
13400, 2502.49,  55719.7,  57277.3, 2499.73,  -55729,  57286.7
13500, 2497.63,  55719,  57276.7, 2494.88,  -55728.3,  57286.1
13600, 2502.42,  55719.8,  57277.7, 2499.67,  -55729,  57287.1
13700, 2502.96,  55720,  57277.7, 2500.2,  -55729.3,  57287.1
13800, 2498.35,  55718.7,  57276.3, 2495.59,  -55728,  57285.7
13900, 2501.13,  55719.4,  57277.3, 2498.38,  -55728.7,  57286.8
14000, 2503.43,  55719.8,  57277.5, 2500.67,  -55729.1,  57286.9
14100, 2498.96,  55719.1,  57276.6, 2496.2,  -55728.4,  57286.1
14200, 2500.38,  55717.8,  57275.6, 2497.63,  -55727.1,  57285.1
14300, 2503.23,  55720.9,  57278.7, 2500.47,  -55730.2,  57288.1
14400, 2500.01,  55718.4,  57275.9, 2497.26,  -55727.7,  57285.3
14500, 2499.44,  55717.6,  57275.4, 2496.68,  -55726.9,  57284.8
14600, 2503.33,  55720.3,  57278.1, 2500.58,  -55729.5,  57287.5
14700, 2500.51,  55719.4,  57276.9, 2497.75,  -55728.7,  57286.4
14800, 2499.2,  55716.4,  57274.1, 2496.44,  -55725.7,  57283.6
14900, 2502.83,  55720.6,  57278.5, 2500.07,  -55729.9,  57287.9
15000, 2501.45,  55718.8,  57276.3, 2498.69,  -55728.1,  57285.8
15100, 2498.65,  55717.4,  57275.1, 2495.89,  -55726.7,  57284.5
15200, 2502.69,  55719.3,  57277.1, 2499.94,  -55728.5,  57286.5
15300, 2501.8,  55719.6,  57277.2, 2499.05,  -55728.9,  57286.7
15400, 2498.89,  55717.1,  57274.7, 2496.13,  -55726.4,  57284.1
15500, 2501.85,  55719.6,  57277.5, 2499.1,  -55728.9,  57286.9
15600, 2502.55,  55718.8,  57276.4, 2499.79,  -55728.1,  57285.8
15700, 2498.89,  55718.3,  57275.9, 2496.13,  -55727.6,  57285.3
15800, 2501.46,  55718.5,  57276.3, 2498.7,  -55727.8,  57285.7
15900, 2502.57,  55719.7,  57277.4, 2499.81,  -55729,  57286.8
16000, 2499.61,  55717.8,  57275.4, 2496.86,  -55727.1,  57284.8
16100, 2500.6,  55718.9,  57276.7, 2497.85,  -55728.2,  57286.1
16200, 2502.86,  55719.2,  57277, 2500.11,  -55728.5,  57286.4
16300, 2499.94,  55718.9,  57276.5, 2497.19,  -55728.2,  57286
16400, 2500.34,  55717.8,  57275.5, 2497.59,  -55727.1,  57285
16500, 2502.54,  55720.2,  57278, 2499.78,  -55729.4,  57287.4
16600, 2500.72,  55718.7,  57276.3, 2497.96,  -55728,  57285.7
16700, 2499.78,  55718.2,  57276, 2497.02,  -55727.5,  57285.4
16800, 2502.54,  55719.5,  57277.3, 2499.78,  -55728.8,  57286.7
16900, 2501.03,  55719.7,  57277.3, 2498.28,  -55729,  57286.8
17000, 2499.74,  55717.7,  57275.3, 2496.99,  -55726.9,  57284.8
17100, 2502.06,  55720,  57277.8, 2499.3,  -55729.2,  57287.2
17200, 2501.66,  55719.4,  57277, 2498.91,  -55728.6,  57286.4
17300, 2499.5,  55718.4,  57276.1, 2496.74,  -55727.7,  57285.5
17400, 2501.84,  55719.3,  57277.1, 2499.09,  -55728.5,  57286.5
17500, 2501.87,  55719.9,  57277.6, 2499.11,  -55729.2,  57287
17600, 2499.73,  55718.2,  57275.8, 2496.98,  -55727.5,  57285.3
17700, 2501.27,  55719.6,  57277.4, 2498.52,  -55728.8,  57286.8
17800, 2502.23,  55719.5,  57277.2, 2499.47,  -55728.8,  57286.7
17900, 2499.84,  55718.8,  57276.5, 2497.09,  -55728.1,  57285.9
18000, 2500.97,  55718.9,  57276.7, 2498.22,  -55728.2,  57286.2
18100, 2502.2,  55719.9,  57277.7, 2499.44,  -55729.2,  57287.1
18200, 2500.28,  55718.7,  57276.3, 2497.53,  -55728,  57285.8
18300, 2500.52,  55719,  57276.8, 2497.76,  -55728.3,  57286.2
18400, 2502.23,  55719.6,  57277.4, 2499.48,  -55728.9,  57286.8
18500, 2500.56,  55719.2,  57276.9, 2497.81,  -55728.5,  57286.3
18600, 2500.33,  55718.5,  57276.2, 2497.57,  -55727.8,  57285.7
18700, 2502.02,  55719.8,  57277.6, 2499.26,  -55729,  57287
18800, 2500.99,  55719.2,  57276.8, 2498.23,  -55728.5,  57286.3
18900, 2500.1,  55718.5,  57276.3, 2497.34,  -55727.8,  57285.7
19000, 2501.86,  55719.4,  57277.2, 2499.1,  -55728.7,  57286.6
19100, 2501.27,  55719.5,  57277.2, 2498.51,  -55728.8,  57286.6
19200, 2500.07,  55718.4,  57276, 2497.31,  -55727.6,  57285.5
19300, 2501.56,  55719.3,  57277.1, 2498.8,  -55728.6,  57286.6
19400, 2501.57,  55719.4,  57277.1, 2498.82,  -55728.7,  57286.5
19500, 2500.07,  55718.5,  57276.2, 2497.32,  -55727.8,  57285.6
19600, 2501.29,  55719.1,  57276.9, 2498.54,  -55728.3,  57286.3
19700, 2501.75,  55719.5,  57277.2, 2498.99,  -55728.7,  57286.6
19800, 2500.22,  55718.5,  57276.2, 2497.46,  -55727.8,  57285.6
19900, 2500.99,  55719,  57276.7, 2498.24,  -55728.2,  57286.1
20000, 2501.85,  55719.4,  57277.1, 2499.09,  -55728.7,  57286.6
20100, 2500.42,  55718.7,  57276.3, 2497.66,  -55727.9,  57285.7
20200, 2500.75,  55718.8,  57276.5, 2497.99,  -55728.1,  57286
20300, 2501.85,  55719.4,  57277.1, 2499.1,  -55728.6,  57286.5
20400, 2500.66,  55718.8,  57276.5, 2497.9,  -55728.1,  57285.9
20500, 2500.57,  55718.6,  57276.4, 2497.81,  -55727.9,  57285.8
20600, 2501.76,  55719.3,  57277.1, 2499.01,  -55728.6,  57286.5
20700, 2500.92,  55719,  57276.6, 2498.17,  -55728.2,  57286
20800, 2500.43,  55718.6,  57276.3, 2497.67,  -55727.9,  57285.7
20900, 2501.65,  55719.2,  57277, 2498.89,  -55728.5,  57286.4
21000, 2501.14,  55719.2,  57276.8, 2498.38,  -55728.4,  57286.3
21100, 2500.4,  55718.5,  57276.2, 2497.64,  -55727.8,  57285.6
21200, 2501.45,  55719.2,  57276.9, 2498.69,  -55728.5,  57286.4
21300, 2501.36,  55719.2,  57276.9, 2498.61,  -55728.5,  57286.3
21400, 2500.38,  55718.6,  57276.3, 2497.62,  -55727.9,  57285.8
21500, 2501.28,  55719,  57276.8, 2498.53,  -55728.3,  57286.2
21600, 2501.48,  55719.4,  57277.1, 2498.73,  -55728.6,  57286.5
21700, 2500.49,  55718.6,  57276.3, 2497.73,  -55727.9,  57285.7
21800, 2501.05,  55719,  57276.8, 2498.3,  -55728.3,  57286.2
21900, 2501.6,  55719.3,  57277, 2498.85,  -55728.6,  57286.4
22000, 2500.58,  55718.8,  57276.5, 2497.82,  -55728.1,  57285.9
22100, 2500.91,  55718.9,  57276.6, 2498.15,  -55728.1,  57286
22200, 2501.59,  55719.4,  57277.1, 2498.83,  -55728.7,  57286.6
22300, 2500.77,  55718.9,  57276.5, 2498.01,  -55728.1,  57285.9
22400, 2500.73,  55718.9,  57276.6, 2497.98,  -55728.2,  57286.1
22500, 2501.59,  55719.3,  57277, 2498.83,  -55728.5,  57286.4
22600, 2500.9,  55719.1,  57276.8, 2498.14,  -55728.4,  57286.2
22700, 2500.67,  55718.8,  57276.5, 2497.91,  -55728,  57285.9
22800, 2501.47,  55719.3,  57277.1, 2498.71,  -55728.6,  57286.5
22900, 2501.09,  55719.1,  57276.8, 2498.34,  -55728.4,  57286.2
23000, 2500.58,  55718.8,  57276.6, 2497.83,  -55728.1,  57286
23100, 2501.39,  55719.1,  57276.9, 2498.63,  -55728.4,  57286.3
23200, 2501.2,  55719.3,  57277, 2498.44,  -55728.5,  57286.4
23300, 2500.61,  55718.8,  57276.5, 2497.86,  -55728,  57285.9
23400, 2501.22,  55719.2,  57276.9, 2498.46,  -55728.4,  57286.3
23500, 2501.34,  55719.2,  57276.9, 2498.58,  -55728.5,  57286.3
23600, 2500.62,  55718.9,  57276.6, 2497.87,  -55728.2,  57286
23700, 2501.11,  55719,  57276.7, 2498.35,  -55728.3,  57286.2
23800, 2501.38,  55719.3,  57277, 2498.63,  -55728.6,  57286.5
23900, 2500.72,  55718.8,  57276.5, 2497.97,  -55728.1,  57286
24000, 2500.95,  55719,  57276.8, 2498.2,  -55728.3,  57286.2
24100, 2501.43,  55719.2,  57277, 2498.68,  -55728.5,  57286.4
24200, 2500.8,  55719,  57276.7, 2498.04,  -55728.3,  57286.1
24300, 2500.87,  55718.9,  57276.6, 2498.12,  -55728.2,  57286
24400, 2501.4,  55719.3,  57277, 2498.64,  -55728.6,  57286.4
24500, 2500.93,  55719,  57276.6, 2498.18,  -55728.2,  57286.1
24600, 2500.77,  55718.9,  57276.6, 2498.02,  -55728.2,  57286
24700, 2501.37,  55719.2,  57276.9, 2498.61,  -55728.4,  57286.3
24800, 2501.03,  55719.1,  57276.8, 2498.27,  -55728.4,  57286.2
24900, 2500.75,  55718.8,  57276.5, 2497.99,  -55728.1,  57286
25000, 2501.28,  55719.2,  57276.9, 2498.52,  -55728.4,  57286.3
25100, 2501.14,  55719.1,  57276.8, 2498.38,  -55728.4,  57286.2
25200, 2500.73,  55718.9,  57276.6, 2497.97,  -55728.1,  57286
25300, 2501.2,  55719.1,  57276.8, 2498.45,  -55728.3,  57286.2
25400, 2501.21,  55719.2,  57276.9, 2498.45,  -55728.4,  57286.3
25500, 2500.76,  55718.8,  57276.5, 2498,  -55728.1,  57286
25600, 2501.1,  55719,  57276.8, 2498.34,  -55728.3,  57286.2
25700, 2501.27,  55719.1,  57276.9, 2498.52,  -55728.4,  57286.3
25800, 2500.8,  55718.9,  57276.6, 2498.04,  -55728.2,  57286
25900, 2501.02,  55719,  57276.7, 2498.26,  -55728.2,  57286.1
26000, 2501.29,  55719.2,  57276.9, 2498.54,  -55728.5,  57286.3
26100, 2500.87,  55718.9,  57276.6, 2498.11,  -55728.2,  57286
26200, 2500.93,  55718.9,  57276.7, 2498.18,  -55728.2,  57286.1
26300, 2501.3,  55719.2,  57276.9, 2498.54,  -55728.4,  57286.3
26400, 2500.94,  55719,  57276.7, 2498.18,  -55728.3,  57286.1
26500, 2500.88,  55718.9,  57276.6, 2498.13,  -55728.2,  57286
26600, 2501.27,  55719.1,  57276.9, 2498.51,  -55728.4,  57286.3
26700, 2501.02,  55719,  57276.7, 2498.26,  -55728.3,  57286.1
26800, 2500.84,  55718.9,  57276.6, 2498.09,  -55728.2,  57286
26900, 2501.23,  55719.1,  57276.8, 2498.47,  -55728.4,  57286.3
27000, 2501.09,  55719.1,  57276.8, 2498.33,  -55728.4,  57286.2
27100, 2500.83,  55718.9,  57276.6, 2498.08,  -55728.2,  57286
27200, 2501.17,  55719.1,  57276.8, 2498.41,  -55728.4,  57286.2
27300, 2501.15,  55719.1,  57276.8, 2498.39,  -55728.4,  57286.2
27400, 2500.84,  55718.9,  57276.6, 2498.09,  -55728.2,  57286
27500, 2501.1,  55719,  57276.8, 2498.35,  -55728.3,  57286.2
27600, 2501.19,  55719.1,  57276.8, 2498.44,  -55728.4,  57286.3
27700, 2500.87,  55718.9,  57276.6, 2498.11,  -55728.2,  57286.1
27800, 2501.04,  55719,  57276.7, 2498.29,  -55728.3,  57286.2
27900, 2501.21,  55719.1,  57276.9, 2498.46,  -55728.4,  57286.3
28000, 2500.91,  55719,  57276.7, 2498.16,  -55728.2,  57286.1
28100, 2500.98,  55719,  57276.7, 2498.23,  -55728.3,  57286.1
28200, 2501.22,  55719.1,  57276.8, 2498.46,  -55728.4,  57286.3
28300, 2500.96,  55719,  57276.7, 2498.2,  -55728.3,  57286.1
28400, 2500.94,  55719,  57276.7, 2498.19,  -55728.2,  57286.1
28500, 2501.2,  55719.1,  57276.9, 2498.45,  -55728.4,  57286.3
28600, 2501.02,  55719,  57276.7, 2498.26,  -55728.3,  57286.2
28700, 2500.91,  55719,  57276.7, 2498.16,  -55728.2,  57286.1
28800, 2501.18,  55719.1,  57276.8, 2498.42,  -55728.4,  57286.2
28900, 2501.06,  55719.1,  57276.8, 2498.3,  -55728.3,  57286.2
